timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550512.543,-18.555,55.176,52.734,-27.832,44.434
1586550512.547,-109.863,58.105,54.199,-63.477,45.898
1586550512.551,-89.844,54.199,47.852,-70.312,3.906
1586550512.554,-7.812,55.664,45.898,-31.738,-15.137
1586550512.558,-2.441,65.918,48.340,-23.438,110.840
1586550512.562,-97.656,64.453,51.758,-78.613,118.652
1586550512.566,-93.262,62.012,49.805,-94.238,41.504
1586550512.570,-32.227,62.500,46.875,-52.246,17.090
1586550512.574,-4.883,62.500,52.246,-23.926,11.719
1586550512.578,-83.984,62.988,52.246,-61.035,35.645
1586550512.582,-125.000,60.059,43.945,-84.961,49.316
1586550512.586,-52.734,62.012,45.898,-63.477,11.719
1586550512.590,13.672,63.477,46.875,-31.738,-25.879
1586550512.594,-46.875,62.500,46.875,-42.480,24.902
1586550512.597,-106.934,58.105,41.016,-72.754,44.434
1586550512.601,-50.293,54.688,40.527,-56.152,-27.344
1586550512.605,32.715,60.059,42.969,-10.742,-6.348
1586550512.609,14.648,58.105,41.504,-4.395,42.480
1586550512.613,-60.547,48.340,47.363,-37.109,63.965
1586550512.617,-28.809,44.922,46.387,-22.949,80.078
1586550512.621,54.688,45.410,40.039,20.020,61.035
1586550512.625,75.684,42.480,39.551,37.598,56.152
1586550512.629,-9.277,38.574,38.574,12.695,5.371
1586550512.633,-13.184,39.551,34.180,10.254,-2.441
1586550512.637,60.547,40.039,28.809,45.410,18.555
1586550512.640,115.234,34.668,26.855,75.684,69.336
1586550512.644,49.316,31.738,28.320,52.734,72.754
1586550512.648,7.812,33.203,27.344,25.391,-9.766
1586550512.652,63.965,29.297,23.438,50.781,-53.223
1586550512.656,123.047,26.367,20.508,97.656,33.691
1586550512.660,79.102,22.461,20.020,90.820,41.992
1586550512.664,8.301,16.602,20.020,49.805,45.410
1586550512.668,57.617,13.672,20.996,57.129,91.797
1586550512.672,135.742,15.137,19.531,93.750,56.641
1586550512.676,124.023,15.625,21.484,100.098,77.148
1586550512.679,33.691,18.066,23.926,61.523,40.039
1586550512.683,39.551,20.020,23.438,53.223,-6.348
1586550512.687,124.512,16.113,22.949,87.402,29.785
1586550512.691,147.949,16.602,21.973,104.980,27.344
1586550512.695,51.758,16.602,24.902,69.336,10.254
1586550512.699,32.227,15.625,25.879,55.176,-1.465
1586550512.703,104.492,16.602,20.996,77.148,-19.043
1586550512.707,151.367,16.602,20.508,100.098,-34.180
1586550512.711,72.754,15.137,22.949,78.613,-21.973
1586550512.715,21.484,16.113,21.973,44.434,43.945
1586550512.719,74.219,15.625,18.555,51.758,63.477
1586550512.722,135.254,17.578,16.113,88.379,-13.672
1586550512.726,97.168,20.996,17.090,84.473,-30.273
1586550512.730,17.090,18.555,20.996,44.434,-5.371
1586550512.734,43.945,18.555,20.996,45.410,25.391
1586550512.738,117.188,18.555,20.996,82.520,-7.812
1586550512.742,116.699,17.090,21.484,91.797,-34.180
1586550512.746,23.926,17.090,21.484,48.340,-11.230
1586550512.750,26.855,16.113,24.902,40.527,4.395
1586550512.754,99.121,19.043,28.320,67.871,14.160
1586550512.758,132.324,21.484,32.715,88.379,44.922
1586550512.762,47.852,22.461,32.227,53.711,78.125
1586550512.765,9.277,20.996,27.832,22.949,51.758
1586550512.769,62.500,20.508,29.297,44.434,55.176
1586550512.773,108.398,21.484,29.785,72.754,65.430
1586550512.777,54.688,17.090,31.738,55.176,30.273
1586550512.781,-5.371,18.555,31.738,23.926,-7.812
1586550512.785,36.621,22.461,30.273,35.645,-5.859
1586550512.789,108.887,26.367,32.715,72.266,34.180
