timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550098.551,42.969,30.762,36.133,28.320,89.355
1586550098.554,159.668,29.785,37.598,73.730,78.125
1586550098.558,49.316,32.227,36.621,37.109,2.441
1586550098.562,-62.988,34.668,38.574,-13.672,-24.414
1586550098.566,7.324,34.180,40.039,13.184,-34.180
1586550098.570,150.879,33.203,38.086,61.523,-5.371
1586550098.574,97.168,35.645,38.574,47.363,58.594
1586550098.578,-57.617,36.133,38.574,1.465,9.277
1586550098.582,-36.621,32.227,38.574,2.441,-24.414
1586550098.586,99.609,33.203,36.621,47.363,1.953
1586550098.590,124.512,35.156,37.598,59.570,2.441
1586550098.594,-27.832,33.203,39.551,4.395,24.414
1586550098.597,-56.641,30.273,37.109,-20.996,36.621
1586550098.601,68.359,30.762,36.133,33.203,-21.484
1586550098.605,141.602,32.715,36.133,76.172,-42.480
1586550098.609,1.953,34.180,38.086,13.184,13.184
1586550098.613,-66.406,35.645,37.109,-31.250,-27.344
1586550098.617,38.574,36.621,37.109,9.277,-5.371
1586550098.621,155.762,36.133,39.551,63.965,5.371
1586550098.625,49.805,38.086,41.504,29.297,-10.254
1586550098.629,-72.754,37.598,39.062,-20.508,63.965
1586550098.633,-15.137,35.156,35.156,-3.906,36.621
1586550098.636,124.512,34.180,35.645,50.293,1.953
1586550098.640,91.309,33.691,36.621,38.086,-23.926
1586550098.644,-59.570,33.691,35.645,-24.414,-7.812
1586550098.648,-43.945,33.203,33.203,-28.809,37.598
1586550098.652,89.844,34.180,31.250,23.438,34.180
1586550098.656,121.094,38.574,32.715,45.410,46.875
1586550098.660,-36.133,37.598,34.668,-12.207,53.711
1586550098.664,-70.801,35.156,33.203,-34.180,14.160
1586550098.668,56.152,36.133,32.227,9.277,-14.160
1586550098.672,143.555,29.785,34.180,48.828,-1.465
1586550098.676,8.301,28.809,34.180,9.277,11.719
1586550098.679,-81.055,30.762,32.715,-34.668,16.602
1586550098.683,10.742,28.320,34.180,-9.277,-21.973
1586550098.687,141.602,29.785,37.109,51.758,-21.484
1586550098.691,58.105,32.227,37.598,30.273,28.809
1586550098.695,-64.941,32.715,38.086,-19.043,22.461
1586550098.699,-17.578,34.668,37.109,-3.906,-16.113
1586550098.703,122.559,34.668,36.621,51.758,16.113
1586550098.707,114.746,33.691,36.133,53.711,73.730
1586550098.711,-50.293,36.133,34.668,-16.602,72.266
1586550098.715,-51.758,32.715,35.645,-16.602,46.875
1586550098.719,86.914,33.203,33.691,37.598,17.090
1586550098.722,127.930,35.645,32.715,59.570,53.223
1586550098.726,-22.949,35.645,33.691,2.930,65.918
1586550098.730,-73.730,35.645,31.738,-26.367,13.184
1586550098.734,26.367,33.691,30.273,13.672,-31.738
1586550098.738,133.789,35.645,29.297,53.711,4.883
1586550098.742,28.809,36.133,30.762,16.602,60.059
1586550098.746,-72.266,31.738,32.715,-24.902,32.227
1586550098.750,7.324,31.250,30.273,2.441,3.906
1586550098.754,142.090,32.227,28.809,67.871,45.410
1586550098.758,74.219,32.715,32.227,49.316,52.734
1586550098.761,-69.824,30.762,31.738,-20.996,20.996
1586550098.765,-41.504,26.855,32.227,-14.160,56.641
1586550098.769,105.469,29.297,33.203,42.969,43.945
1586550098.773,115.234,30.273,34.180,49.805,11.230
1586550098.777,-40.039,27.344,34.180,-9.277,44.434
1586550098.781,-52.246,28.320,33.203,-28.809,-6.348
1586550098.785,79.102,27.344,32.715,22.461,28.320
1586550098.789,152.344,25.391,30.762,59.570,89.355
1586550098.793,10.742,23.926,36.621,7.812,39.551
1586550098.797,-61.523,24.414,41.016,-23.438,-11.719
1586550098.801,33.203,23.438,36.133,13.672,22.949
1586550098.804,154.785,23.438,34.180,62.012,55.664
1586550098.808,43.945,21.973,36.621,23.926,29.297
1586550098.812,-79.590,22.461,37.109,-16.113,41.992
1586550098.816,-16.602,21.484,37.109,4.883,24.902
1586550098.820,122.070,20.508,35.645,48.828,21.973
1586550098.824,84.961,22.461,35.156,36.621,37.109
1586550098.828,-71.289,24.414,38.574,-17.578,8.301
1586550098.832,-58.594,24.902,38.086,-14.160,-16.602
1586550098.836,84.473,25.391,34.668,34.668,2.930
1586550098.840,116.211,31.250,35.156,59.082,8.301
1586550098.844,-35.645,28.809,36.133,4.395,-18.066
1586550098.847,-61.523,27.832,37.109,-23.926,6.348
1586550098.851,64.453,31.250,37.109,24.414,29.785
1586550098.855,153.809,32.227,38.574,68.848,18.066
1586550098.859,11.230,32.227,39.062,19.531,-62.012
1586550098.863,-84.961,30.273,37.109,-24.902,-18.066
1586550098.867,4.883,32.227,36.133,2.930,58.105
1586550098.871,137.695,33.691,33.691,54.199,28.320
1586550098.875,55.664,33.691,35.156,32.227,29.785
1586550098.879,-60.547,35.156,36.133,-15.625,24.902
1586550098.883,-9.277,37.109,35.645,-2.930,18.066
1586550098.886,123.535,33.691,36.133,53.711,54.688
1586550098.890,96.680,31.250,33.691,55.176,30.762
1586550098.894,-56.641,33.203,36.133,4.883,28.809
1586550098.898,-51.270,29.785,37.598,-4.883,39.551
1586550098.902,80.078,29.297,34.668,36.133,43.457
1586550098.906,127.441,32.715,34.668,60.547,51.758
1586550098.910,-25.879,30.273,35.645,7.812,-11.719
1586550098.914,-71.289,32.227,35.645,-13.184,-16.602
1586550098.918,47.852,34.668,33.691,25.879,15.625
1586550098.922,139.160,32.227,30.762,59.570,1.465
1586550098.926,16.602,31.738,33.691,14.160,34.180
1586550098.929,-72.266,33.203,36.133,-24.902,69.824
1586550098.933,6.836,32.715,35.156,4.395,64.941
1586550098.937,136.230,32.715,34.180,57.129,101.562
1586550098.941,65.918,33.203,36.133,37.598,120.605
1586550098.945,-65.918,30.762,39.551,-25.879,67.871
1586550098.949,-18.555,27.832,38.086,-17.090,37.109
1586550098.953,120.117,27.344,38.086,45.410,16.113
1586550098.957,108.887,27.832,38.574,45.898,15.137
1586550098.961,-44.922,30.273,39.062,-11.230,-41.992
1586550098.965,-53.711,28.809,40.039,-15.137,-48.828
1586550098.969,85.449,30.273,40.039,33.691,14.160
1586550098.972,140.625,34.668,40.527,61.035,32.715
1586550098.976,-21.484,29.297,43.457,8.789,16.113
1586550098.980,-77.637,28.320,41.016,-18.555,-26.367
1586550098.984,34.180,29.785,38.574,17.090,-10.742
1586550098.988,144.531,29.785,39.062,63.477,42.480
1586550098.992,31.250,33.691,36.621,26.367,38.574
1586550098.996,-76.660,34.180,34.668,-26.855,13.672
1586550099.000,-7.324,34.180,31.738,-5.371,41.504
1586550099.004,132.812,34.668,31.738,53.223,79.102
1586550099.008,79.102,31.738,35.645,40.039,20.508
1586550099.011,-68.848,29.785,35.156,-22.461,16.602
1586550099.015,-42.969,29.785,36.133,-15.137,39.062
1586550099.019,93.750,27.832,37.109,45.898,27.344
1586550099.023,112.305,29.297,34.668,54.688,-3.906
1586550099.027,-45.898,31.738,35.645,-7.324,-24.902
1586550099.031,-60.059,32.715,38.086,-19.531,16.113
1586550099.035,75.195,33.691,37.109,24.902,12.207
1586550099.039,148.926,33.691,36.621,57.617,9.766
1586550099.043,2.930,33.691,38.574,16.602,2.441
1586550099.047,-75.684,34.180,38.574,-20.020,18.555
1586550099.051,23.926,34.180,33.691,9.277,28.809
1586550099.054,142.578,35.645,30.762,58.105,44.434
1586550099.058,42.969,34.668,31.738,29.785,28.320
1586550099.062,-74.707,27.832,34.180,-18.555,9.766
1586550099.066,-15.137,28.809,32.715,-4.883,52.734
1586550099.070,125.000,33.203,30.762,48.828,31.250
1586550099.074,85.938,32.715,33.203,39.551,43.457
1586550099.078,-67.871,34.180,35.645,-15.625,86.914
1586550099.082,-46.387,34.668,34.668,-9.766,45.898
1586550099.086,94.727,36.621,31.738,42.480,32.227
1586550099.090,125.000,37.109,34.668,53.223,-13.672
1586550099.094,-31.250,34.180,36.133,-2.441,-19.531
1586550099.097,-60.547,33.691,35.645,-16.113,22.949
1586550099.101,63.477,33.691,37.109,26.855,25.879
1586550099.105,149.902,32.715,38.086,63.965,45.898
1586550099.109,16.602,31.738,41.504,21.973,24.902
1586550099.113,-71.777,32.715,39.062,-11.719,2.930
1586550099.117,14.160,32.715,36.621,19.531,6.348
1586550099.121,135.742,32.227,36.133,70.801,9.277
1586550099.125,51.758,32.227,35.645,38.574,25.391
1586550099.129,-75.195,33.203,36.133,-23.438,20.020
1586550099.133,-31.738,35.156,32.715,-13.672,15.137
1586550099.136,106.934,36.621,32.227,41.016,79.102
1586550099.140,97.168,37.598,34.180,41.992,97.168
1586550099.144,-51.758,36.133,34.668,-20.020,65.430
1586550099.148,-50.293,34.180,35.645,-30.273,-4.395
