TP9,AF7,AF8,TP10,Right AUX,Color
-29.297,14.648,6.348,-10.254,2.441,1
70.312,11.23,3.418,41.992,23.438,1
42.969,20.996,6.348,3.906,36.133,1
31.738,26.367,23.438,13.672,-0.977,1
22.461,15.137,11.719,8.789,67.383,1
64.453,15.137,7.812,24.902,113.77,1
55.176,32.715,26.855,32.715,-48.34,1
2.93,25.879,25.879,51.758,62.012,1
18.555,13.184,7.812,24.902,44.922,1
34.668,41.992,41.992,58.594,-19.043,1
-59.082,39.062,46.875,8.789,-48.828,1
65.918,26.367,39.062,49.316,43.945,1
30.273,25.879,24.414,18.066,-42.48,1
8.301,23.438,19.531,18.066,42.969,1
-6.348,26.855,25.879,1.465,27.832,1
-6.348,35.645,27.832,-10.254,65.43,1
100.586,29.297,24.902,60.547,32.227,1
28.32,28.32,27.832,17.09,45.41,1
-35.156,26.367,21.973,-2.441,38.574,1
91.797,33.203,32.227,56.641,0.977,1
-19.531,25.879,24.902,-2.441,-5.371,1
-44.922,14.648,17.09,-14.16,1.465,1
53.223,11.23,5.859,23.438,58.594,1
52.246,3.906,4.395,-0.488,88.867,1
90.332,33.691,19.043,46.875,48.828,1
25.879,21.973,17.09,-0.488,26.367,1
40.527,33.203,28.32,40.527,28.809,1
37.598,27.344,25.391,27.832,1.465,1
22.949,33.203,27.344,43.945,18.066,1
15.137,23.926,29.297,22.949,-20.996,1
53.711,30.273,30.273,57.129,22.949,1
-22.949,25.391,29.785,-29.297,-4.883,1
93.262,31.25,34.18,37.109,62.988,1
12.207,42.48,41.992,11.719,-35.645,1
-39.062,43.457,34.668,11.23,41.016,1
-35.645,27.832,32.227,13.184,58.594,1
100.098,36.621,33.203,74.707,-18.066,1
-33.203,41.504,38.574,28.32,20.02,1
91.309,30.762,32.715,68.848,40.039,1
-36.133,31.25,36.621,18.066,-17.578,1
-3.906,38.574,32.715,7.812,13.184,1
14.16,34.668,36.133,23.438,28.32,1
6.836,32.715,35.645,15.137,29.785,1
46.875,37.598,31.25,30.762,-16.602,1
80.566,21.484,26.367,55.664,-9.766,1
-8.789,25.879,26.855,32.715,47.363,1
-24.414,25.391,25.391,13.184,43.457,1
-9.766,28.32,23.926,5.371,-20.508,1
-25.879,27.832,27.344,7.812,56.641,1
81.543,28.32,28.809,59.57,30.762,1
-18.555,35.645,27.832,0.977,10.254,1
31.25,30.273,22.949,18.555,43.945,1
-28.32,40.039,29.785,-6.348,-23.926,1
21.973,36.621,25.879,16.113,-2.441,1
86.914,34.668,29.785,70.801,91.797,1
87.402,29.297,29.785,59.082,38.086,1
-2.441,27.832,31.738,23.438,5.859,1
-1.465,25.879,36.133,14.648,35.645,1
-22.461,31.738,33.691,16.602,45.898,1
59.57,33.203,39.062,28.32,20.02,1
90.82,31.738,31.738,57.129,2.93,1
25.879,30.762,35.645,10.742,28.809,1
-45.898,33.203,35.156,-9.277,41.504,1
-3.418,32.227,36.133,2.93,57.617,1
-22.949,35.156,34.18,1.953,80.566,1
92.285,33.691,29.785,62.5,76.172,1
9.277,34.18,27.832,-0.488,78.125,1
62.988,29.297,30.762,46.875,21.484,1
-6.836,35.156,34.668,20.508,51.758,1
-16.113,34.668,35.645,1.953,-21.973,1
-6.836,42.969,29.785,16.113,19.043,1
91.309,37.109,28.32,45.41,42.48,1
-20.508,34.668,33.203,9.277,-3.906,1
32.227,35.645,37.109,26.855,25.879,1
58.594,35.645,36.621,39.551,72.754,1
103.516,31.738,34.18,45.41,50.293,1
96.68,39.551,36.621,47.852,34.18,1
95.703,34.18,36.133,65.43,48.34,1
61.523,36.621,34.668,59.57,54.688,1
102.539,33.691,36.133,57.617,20.996,1
55.664,38.574,32.227,45.898,44.434,1
-18.066,38.574,22.461,-10.254,19.531,1
34.18,37.109,34.18,26.367,0.977,1
25.879,32.227,33.691,8.789,62.988,1
76.66,30.762,32.715,50.781,-11.23,1
-10.254,37.109,30.762,3.418,-2.441,1
20.996,33.691,27.344,6.836,0.977,1
54.199,37.109,32.715,45.898,56.641,1
-17.578,36.133,37.109,3.418,2.93,1
17.09,31.25,35.156,33.691,31.25,1
-26.855,30.273,35.645,2.441,32.227,1
108.398,34.668,36.621,62.5,52.246,1
57.617,29.785,37.109,39.551,0,1
64.453,30.273,37.598,56.152,4.883,1
-13.672,33.691,31.25,4.883,55.664,1
-23.438,35.156,29.785,-3.906,38.574,1
70.801,33.691,28.32,44.922,84.473,1
66.895,35.645,31.738,52.734,88.867,1
9.277,31.25,35.645,23.438,-7.324,1
111.816,35.645,31.25,70.312,27.832,1
0.977,29.785,33.691,13.184,38.086,1
-3.418,28.809,34.668,13.184,12.695,1
-25.879,31.25,30.273,5.859,44.922,1
-15.137,33.691,28.32,15.137,88.867,1
41.016,26.855,29.297,17.578,-31.25,1
100.098,32.227,31.738,53.711,49.316,1
36.621,37.598,32.227,44.434,37.109,1
32.227,25.879,38.574,16.113,17.09,1
77.148,28.32,39.062,49.316,-6.348,1
4.883,32.715,40.039,37.598,11.719,1
-12.207,32.715,43.945,2.93,-9.766,1
-11.23,36.621,41.016,-0.977,54.688,1
73.242,41.504,43.457,30.762,88.379,1
50.781,30.273,40.527,50.293,66.895,1
-1.465,33.691,42.48,8.789,23.926,1
2.93,39.551,38.086,12.695,36.133,1
-4.883,37.598,29.297,0.977,29.785,1
66.895,38.086,38.574,48.828,-17.09,1
34.18,36.133,37.109,19.531,7.324,1
-4.395,32.227,34.18,0.977,51.27,1
95.215,37.109,33.203,61.523,-56.641,1
-25.879,34.18,30.762,-0.977,1.465,1
20.02,32.227,33.691,6.836,20.02,1
-23.438,42.969,34.668,12.695,56.152,1
19.043,32.715,31.738,28.809,85.938,1
25.879,33.691,33.691,30.273,49.316,1
-12.207,32.715,34.668,-1.465,54.688,1
47.852,27.344,38.574,37.109,42.48,1
-19.531,32.715,33.203,-5.371,27.344,1
53.223,34.18,36.133,46.387,47.852,1
-14.648,34.18,34.18,9.766,30.762,1
92.773,35.156,33.691,54.199,3.906,1
34.668,36.621,33.203,41.016,97.168,1
81.543,34.18,37.109,63.477,13.672,1
-15.137,35.156,38.086,4.883,4.395,1
88.379,35.645,30.273,55.176,102.051,1
-33.203,33.691,35.645,-4.883,1.953,1
1.465,37.598,30.762,-1.953,49.316,1
82.031,35.156,35.156,47.852,69.824,1
38.086,29.785,32.715,19.531,3.906,1
42.48,33.691,30.273,20.02,15.625,1
88.867,32.227,28.32,53.711,-17.09,1
-21.973,33.203,30.273,1.953,38.574,1
21.484,34.668,32.227,8.301,41.016,1
91.309,35.645,34.668,47.363,20.02,1
-31.25,31.25,29.785,15.625,44.434,1
38.574,26.855,36.621,17.578,-7.812,1
-19.043,31.25,33.203,1.465,27.832,1
-11.23,37.598,36.133,8.301,58.105,1
22.949,31.25,35.645,26.855,85.449,1
40.039,34.18,32.715,34.668,-9.277,1
-3.418,32.227,33.203,4.395,74.219,1
5.859,35.156,31.738,23.438,-46.875,1
49.805,36.621,29.785,33.203,20.02,1
116.211,42.48,26.855,67.383,14.16,1
38.086,41.504,20.508,44.434,3.418,1
83.496,40.039,39.062,34.668,80.566,1
94.238,39.551,38.574,52.734,82.031,1
-11.719,34.18,33.203,-3.418,3.906,1
101.074,29.785,35.156,70.801,14.648,1
-16.113,35.645,29.785,6.836,3.906,1
-16.602,38.574,31.738,20.996,43.945,1
122.559,37.109,33.691,50.293,25.879,1
75.684,33.203,33.691,47.363,65.918,1
75.684,34.668,36.133,45.41,28.809,1
54.688,34.668,30.762,26.367,45.41,1
46.387,34.18,38.574,43.945,20.508,1
-15.137,35.645,33.203,8.301,-31.25,1
73.242,34.18,38.086,51.27,72.266,1
-4.883,41.016,38.574,10.254,66.406,1
8.789,39.551,38.086,13.672,39.551,1
96.191,32.715,34.668,60.059,-68.848,1
-15.137,32.227,33.691,7.812,2.93,1
78.613,32.227,34.668,63.965,24.414,1
83.496,33.203,34.668,52.246,14.16,1
71.777,31.738,31.25,39.551,44.922,1
13.184,36.133,38.086,30.762,4.395,1
26.855,34.18,36.133,23.926,-15.137,1
18.066,34.18,25.879,35.645,-21.973,1
-0.488,34.668,37.598,26.367,-12.207,1
94.238,34.668,40.527,55.664,39.062,1
-36.621,35.156,40.039,0,23.438,1
-4.883,37.109,33.203,26.855,2.93,1
-26.855,40.527,30.762,-0.488,25.391,1
6.836,34.668,36.133,15.625,0,1
65.918,29.785,32.227,55.176,57.129,1
23.438,39.062,34.668,22.949,61.523,1
-21.484,37.598,36.133,-0.488,49.316,1
78.613,33.203,33.691,46.387,70.801,1
12.207,32.715,35.645,10.742,45.41,1
73.242,32.715,35.645,57.617,-6.348,1
-34.18,33.203,40.527,12.695,0.488,1
41.504,35.156,36.133,48.34,70.801,1
97.168,34.668,33.691,45.41,14.16,1
37.109,30.273,33.691,28.32,78.613,1
94.238,29.785,25.391,56.152,23.926,1
-24.414,37.109,34.668,4.395,50.293,1
-20.508,37.598,35.156,8.789,-9.766,1
-24.902,32.715,34.18,-4.395,-5.371,1
-5.859,34.18,32.715,16.113,13.672,1
-21.973,33.203,36.621,5.371,2.441,1
29.785,33.691,34.668,19.043,93.75,1
90.82,36.133,30.762,51.27,23.926,1
42.48,37.109,33.203,37.598,4.883,1
11.719,38.574,34.18,19.043,12.207,1
-1.953,35.645,31.25,-1.953,0,1
-14.16,28.809,34.18,9.766,23.438,1
82.52,29.785,38.086,56.152,79.59,1
29.785,32.715,37.598,38.086,64.941,1
-20.02,32.227,35.156,-1.953,3.418,1
85.449,36.621,33.691,55.176,63.477,1
-9.766,33.203,34.668,20.02,-5.859,1
-24.414,31.738,32.227,1.465,-35.156,1
56.641,31.25,35.156,42.969,-35.645,1
84.961,33.203,35.645,62.988,40.527,1
51.27,33.203,34.18,27.832,-14.648,1
56.152,34.668,35.156,31.738,10.742,1
43.945,40.527,34.668,34.18,13.672,1
66.406,39.062,34.668,53.711,38.086,1
-13.672,33.203,46.875,1.953,13.672,1
43.457,34.18,18.066,25.391,52.734,1
87.891,32.227,18.066,52.734,-18.555,1
43.945,25.391,41.504,41.016,46.387,1
-37.109,33.203,40.527,0.488,102.051,1
-26.855,31.25,38.086,5.859,12.695,1
39.062,33.203,41.504,20.508,26.855,1
68.359,28.32,31.25,38.574,67.871,1
63.477,27.344,31.738,37.598,57.617,1
-5.371,29.785,37.109,20.996,68.359,1
94.727,34.18,32.715,54.199,65.43,1
77.637,33.203,38.086,67.383,3.418,1
-29.297,31.738,37.598,25.879,6.836,1
98.633,32.715,30.762,44.922,10.742,1
62.988,23.926,31.738,55.176,-5.371,1
-6.836,36.621,37.109,30.762,42.48,1
73.73,34.18,36.621,49.316,4.883,1
13.184,35.645,38.086,30.762,19.531,1
10.254,33.691,32.715,34.668,0,1
27.344,35.645,37.598,26.855,77.148,1
84.473,40.039,34.668,51.27,74.219,1
111.328,37.598,30.762,55.664,54.199,1
0.488,36.133,38.574,-3.418,17.09,1
-19.531,35.645,34.668,20.02,69.336,1
92.285,37.109,30.273,53.711,21.973,1
83.008,38.086,34.18,43.945,9.277,1
30.762,34.18,36.133,8.301,-3.906,1
-17.578,28.809,32.227,11.719,81.055,1
14.648,34.18,34.18,7.324,17.578,1
21.973,36.133,36.133,40.039,10.742,1
105.957,32.227,34.668,51.758,71.777,1
69.336,36.133,31.738,44.434,28.809,1
48.34,33.691,30.762,20.996,13.672,1
44.922,41.992,32.715,34.668,99.121,1
14.16,29.297,36.621,26.855,24.902,1
0,32.227,36.133,15.625,51.27,1
-4.883,32.227,33.203,13.672,52.734,1
42.48,36.133,34.18,26.855,19.043,1
116.211,27.832,33.203,52.246,16.602,1
65.918,25.879,33.203,46.387,23.438,1
-8.301,35.645,35.645,7.812,-1.953,1
65.43,37.109,32.715,41.504,85.938,1
75.684,28.809,31.738,58.105,34.18,1
-29.297,34.18,34.18,-6.348,85.449,1
-31.738,37.598,34.668,1.953,-31.25,1
58.594,34.668,30.273,35.645,25.879,1
43.945,28.32,31.25,31.738,-14.648,1
37.109,32.227,34.18,36.621,48.34,1
-5.371,33.203,34.18,-4.395,47.852,1
94.238,35.156,31.738,58.105,65.43,1
-18.555,35.156,25.391,-0.488,45.41,1
65.43,33.691,24.902,39.551,63.477,1
-32.227,27.344,31.738,-14.16,8.301,1
-17.578,25.879,35.156,3.906,51.27,1
57.129,25.391,35.156,47.363,-39.062,1
-11.719,25.391,34.18,3.906,3.418,1
-15.137,30.762,32.715,9.766,15.625,1
82.031,29.785,31.25,54.688,13.672,1
-8.789,33.203,33.691,6.836,78.125,1
-41.016,28.32,34.668,-8.789,-12.207,1
-1.953,33.203,39.062,4.395,41.504,1
68.359,33.203,38.086,33.203,67.383,1
-12.695,29.297,37.109,28.32,13.184,1
-27.344,28.32,32.227,-2.93,-0.977,1
102.539,28.32,26.367,50.293,28.32,1
62.012,30.273,35.156,30.762,34.668,1
45.41,25.879,36.133,32.227,35.156,1
-15.137,32.227,35.156,12.207,-20.508,1
20.996,33.203,35.156,15.625,-9.277,1
39.062,38.574,32.715,37.109,46.387,1
-27.832,32.715,35.645,-17.09,5.371,1
-38.574,36.133,33.203,-15.137,-37.109,1
-32.227,37.109,40.039,-11.23,50.293,1
67.871,31.738,35.645,36.133,-14.16,1
84.473,34.668,34.18,58.105,26.367,1
48.34,31.25,36.133,29.297,-66.406,1
-12.207,22.461,36.133,20.996,27.832,1
65.43,24.414,32.227,61.035,38.086,1
90.332,29.785,31.738,53.711,50.293,1
48.828,29.785,27.344,48.34,60.059,1
51.27,34.668,27.832,29.785,0.977,1
29.785,31.25,30.762,47.852,33.691,1
28.32,28.32,28.809,20.02,-31.25,1
56.641,25.391,32.227,41.504,88.379,1
104.004,34.18,33.203,59.57,-17.578,1
-37.109,35.156,34.668,12.695,7.812,1
19.531,31.25,33.691,35.645,21.973,1
68.848,36.133,30.762,47.852,24.414,1
-13.672,33.203,32.227,3.418,81.055,1
82.031,32.715,28.809,40.039,100.586,1
-20.02,29.785,35.156,0.488,48.828,1
60.059,30.273,33.691,34.668,78.613,1
-19.043,31.25,29.785,1.953,8.789,1
-14.648,29.785,31.25,-8.301,48.34,1
81.055,30.762,33.203,59.57,119.141,1
52.246,33.691,30.273,19.531,-17.09,1
-29.297,33.203,42.48,19.531,106.445,1
63.965,34.18,27.344,28.32,30.762,1
100.098,33.203,35.645,65.918,15.137,1
9.277,33.203,38.574,15.137,23.926,1
81.543,29.297,38.574,35.156,21.484,1
100.586,38.574,34.668,52.246,39.551,1
-12.695,35.645,31.738,26.855,27.832,1
-5.371,37.598,34.18,8.789,1.465,1
52.734,33.203,34.668,40.527,-37.598,1
12.695,29.297,35.156,20.508,18.066,1
-7.812,31.25,38.086,32.227,33.203,1
43.945,28.809,36.621,20.508,32.227,1
-7.812,25.879,36.133,3.906,-7.812,1
85.449,28.32,35.645,59.57,56.152,1
-20.508,36.133,43.945,10.254,72.754,1
80.078,32.227,32.227,56.641,5.859,1
-9.766,38.574,34.18,4.883,16.602,1
24.414,35.156,37.598,21.484,73.73,1
96.68,32.227,35.645,55.664,37.598,1
-16.113,28.809,36.133,11.23,43.945,1
-15.137,33.203,39.062,-1.953,58.105,1
3.418,32.715,41.504,15.137,23.438,1
34.668,35.156,37.598,12.207,-8.301,1
59.57,34.668,34.668,28.32,60.547,1
93.262,32.715,36.133,52.246,70.312,1
84.473,35.645,32.715,39.062,15.137,1
-1.465,36.133,34.668,19.043,37.598,1
35.156,32.715,34.18,26.855,18.066,1
86.914,36.133,31.738,53.711,72.754,1
94.727,34.18,28.32,53.711,55.176,1
78.125,39.062,29.785,55.176,46.387,1
-6.836,39.062,34.668,6.836,58.594,1
-8.301,40.527,31.25,-5.859,32.715,1
9.766,35.645,33.691,13.672,48.828,1
82.52,31.25,33.203,60.547,46.875,1
49.316,33.203,34.18,42.969,23.926,1
-33.203,31.738,36.621,7.324,3.418,1
-29.785,27.344,37.598,-1.953,-29.297,1
53.223,31.738,33.691,39.062,-55.176,1
95.703,32.715,38.086,58.594,25.391,1
-18.066,34.18,33.203,9.766,39.551,1
61.523,30.762,32.715,38.574,5.859,1
91.309,33.691,31.738,63.477,-35.156,1
55.664,30.273,28.809,46.875,47.363,1
53.223,32.715,34.668,34.668,-20.508,1
79.59,34.18,38.086,43.945,31.25,1
97.168,35.156,34.18,54.688,40.039,1
82.031,40.039,35.156,36.621,-8.789,1
59.57,36.133,36.133,39.062,23.438,1
-14.16,36.133,37.598,-0.977,-11.23,1
38.574,39.551,31.25,31.738,29.785,1
-8.301,35.156,33.203,7.812,26.855,1
47.363,35.156,33.203,41.504,32.715,1
-6.348,36.621,38.086,6.836,-10.254,1
96.191,35.156,37.109,53.223,93.75,1
35.156,33.203,30.762,19.043,30.762,1
76.66,30.273,32.715,46.875,11.719,1
-17.578,28.809,29.785,-7.812,31.25,1
99.609,37.109,34.668,54.199,9.766,1
-9.277,34.18,38.086,9.766,40.527,1
62.5,27.344,40.527,36.621,71.289,1
23.438,30.762,35.156,10.254,39.551,1
16.113,29.297,34.668,12.207,-23.438,1
9.277,33.203,30.762,0.488,-22.949,1
53.223,33.691,34.18,30.273,29.785,1
80.078,32.715,34.668,64.453,1.953,1
102.051,31.738,33.691,60.059,105.957,1
74.219,30.762,31.25,42.48,48.34,1
34.18,33.203,31.738,33.691,88.867,1
13.672,35.645,32.715,6.836,33.691,1
78.125,30.273,31.25,41.992,39.062,1
-22.461,26.855,38.574,1.465,11.719,1
46.875,30.273,40.527,36.133,80.566,1
-28.809,28.32,39.062,-6.836,46.875,1
79.102,30.762,37.109,52.734,96.191,1
74.707,35.156,39.062,39.551,55.176,1
96.191,36.133,39.551,57.617,78.125,1
102.051,29.785,34.668,54.199,14.648,1
11.23,35.645,32.227,-0.977,-23.438,1
80.078,33.203,30.273,42.48,-2.441,1
57.129,34.668,32.715,32.227,21.973,1
107.422,36.621,32.715,60.547,44.434,1
94.727,37.598,33.203,56.641,-6.348,1
-19.043,37.109,32.227,7.324,26.367,1
-7.324,32.227,28.32,-4.395,-15.137,1
28.809,31.25,32.227,36.133,-7.812,1
-9.766,33.203,34.18,7.324,56.641,1
-41.016,30.273,31.738,-3.418,-11.23,1
48.828,26.367,32.227,54.688,-27.832,1
-16.113,29.785,34.18,-0.488,35.156,1
42.48,29.297,29.785,16.602,-40.527,1
10.254,32.715,33.691,24.414,80.566,1
80.078,28.32,27.832,43.457,-38.086,1
67.383,32.227,31.738,35.156,-53.711,1
20.996,30.273,30.762,12.207,12.695,1
-34.668,27.832,28.809,11.23,89.844,1
-14.648,25.879,30.273,11.23,95.703,1
31.25,30.762,33.691,40.039,93.262,1
79.102,32.715,37.598,51.27,70.801,1
42.48,29.297,33.691,41.016,50.781,1
-3.418,33.691,29.785,14.16,14.648,1
72.754,28.809,27.832,49.805,53.711,1
-20.02,29.297,29.785,16.113,13.672,1
-22.461,33.203,32.227,0.977,-8.789,1
46.875,33.203,31.25,23.438,5.859,1
83.008,27.832,37.109,59.082,1.465,1
24.902,27.832,34.668,35.156,4.395,1
-16.602,29.297,36.133,9.277,11.23,1
-25.879,33.203,35.645,6.348,97.168,1
27.344,30.273,31.738,25.391,44.434,1
54.199,30.273,30.273,54.199,44.922,1
6.836,32.715,31.738,13.672,12.695,1
80.078,35.156,33.691,44.922,30.762,1
-24.902,30.762,33.203,11.719,17.578,1
58.594,29.297,29.785,36.621,16.113,1
21.484,28.32,32.227,25.391,48.828,1
17.09,28.32,26.855,2.441,44.922,1
61.523,39.062,29.785,37.109,36.621,1
61.523,34.18,32.227,32.227,1.465,1
84.473,35.156,32.227,57.617,14.648,1
1.953,34.668,33.691,18.555,41.504,1
-29.297,31.25,34.668,5.371,47.363,1
43.457,34.18,34.18,37.598,52.734,1
-5.859,39.062,41.016,14.648,-22.461,1
107.91,34.668,35.645,56.641,88.867,1
-0.977,33.203,37.598,11.23,-3.418,1
95.703,32.227,36.133,47.852,-11.23,1
43.457,32.715,32.715,50.293,57.129,1
-24.902,30.273,34.18,6.348,-20.02,1
7.812,28.32,29.297,5.371,38.574,1
14.16,30.273,32.715,15.625,2.441,1
88.379,29.785,31.738,45.41,49.316,1
-30.273,26.367,31.25,13.184,8.301,1
52.734,32.715,31.25,39.062,3.906,1
88.867,32.715,36.621,46.875,87.402,1
-40.039,30.762,33.691,-16.113,-20.996,1
83.496,31.25,32.715,54.199,90.332,1
110.352,31.25,33.203,62.988,5.371,1
100.098,36.621,33.691,57.617,35.645,1
15.137,33.203,35.645,13.184,-40.039,1
-2.441,31.738,37.109,3.906,16.602,1
-22.949,33.691,35.645,0.488,36.621,1
85.938,31.738,34.18,53.223,40.527,1
32.715,29.785,34.18,42.969,69.336,1
100.586,32.227,27.832,52.734,-10.742,1
21.484,34.18,31.25,19.531,-7.324,1
1.465,34.668,32.227,28.32,62.988,1
81.543,37.598,29.785,52.246,18.555,1
84.961,38.086,31.738,58.594,82.52,1
-21.484,33.691,33.203,17.09,46.387,1
-19.043,35.645,31.25,3.906,17.09,1
32.715,35.156,31.738,49.805,16.602,1
87.891,32.227,39.062,62.5,44.922,1
-8.789,34.18,36.621,6.836,30.762,1
-17.578,32.227,39.062,21.484,80.078,1
6.348,33.691,37.109,14.648,2.93,1
18.555,30.273,35.645,34.18,28.809,1
51.758,31.738,32.227,35.645,21.484,1
-21.484,35.156,32.715,6.348,36.621,1
93.262,34.18,28.809,52.734,45.898,1
88.867,28.809,31.738,47.363,10.254,1
47.852,32.227,31.738,43.945,-41.504,1
41.992,34.668,37.598,36.133,80.566,1
-14.16,29.785,37.598,9.766,50.781,1
90.332,31.25,32.227,48.34,16.113,1
68.359,24.902,39.062,45.41,11.719,1
-0.488,28.32,36.133,23.438,23.438,1
79.59,33.203,34.668,53.711,0.977,1
-23.438,31.738,34.18,-0.488,6.836,1
-19.531,29.297,36.621,11.719,33.203,1
45.898,30.762,32.715,44.922,90.332,1
69.336,30.273,36.621,42.48,66.406,1
92.285,24.902,34.18,52.734,25.391,1
44.922,33.203,37.109,23.926,-11.719,1
-6.836,35.156,33.203,-7.812,-41.992,1
64.453,32.715,39.062,51.758,46.875,1
89.355,33.691,33.691,49.805,15.137,1
80.566,35.645,34.668,49.316,-22.461,1
94.727,30.273,35.645,58.594,70.801,1
95.703,33.691,33.691,56.641,49.316,1
31.25,32.227,31.25,23.926,38.574,1
34.18,33.691,37.598,28.32,12.695,1
14.648,35.156,35.645,20.02,51.27,1
95.215,38.574,31.738,59.57,5.859,1
2.93,24.902,34.18,8.301,49.316,1
43.457,36.133,37.598,22.461,25.391,1
89.355,36.133,33.691,58.105,71.289,1
2.441,35.156,36.133,10.254,45.898,1
92.773,37.598,35.156,57.129,12.695,1
93.262,29.297,33.203,59.082,35.156,1
97.656,31.25,35.645,54.688,21.973,1
20.996,29.785,32.715,20.02,16.602,1
16.602,30.762,37.109,30.273,47.363,1
48.34,30.762,31.738,29.785,45.898,1
95.703,29.297,34.18,54.199,-83.496,1
-31.738,30.762,34.668,8.789,-8.301,1
-6.836,31.738,34.18,9.277,44.922,1
85.449,32.715,37.598,58.105,69.824,1
51.758,32.227,39.551,64.941,25.391,1
-27.344,27.832,36.621,-5.371,-4.883,1
32.715,28.809,35.645,14.16,27.344,1
87.891,33.203,28.809,37.109,0,1
-4.395,32.715,33.691,21.973,40.039,1
98.633,35.156,34.668,44.434,26.855,1
84.961,26.855,36.133,61.523,39.062,1
116.699,35.156,33.691,60.547,9.766,1
51.27,33.691,35.645,46.875,35.156,1
16.113,29.297,32.715,18.066,13.672,1
82.031,35.156,29.785,49.316,16.602,1
56.641,36.133,29.297,49.805,29.785,1
31.738,35.156,30.762,8.301,72.266,1
58.105,34.18,30.762,50.781,0.977,1
-17.578,35.645,35.645,14.648,-38.086,1
4.395,33.691,37.598,14.648,-17.09,1
2.93,34.668,31.25,24.414,-0.977,1
97.656,32.227,31.25,45.41,30.762,1
-36.621,33.203,34.18,9.277,30.762,1
71.777,30.273,33.203,45.41,56.152,1
40.039,35.156,29.297,26.367,12.695,1
93.75,25.879,35.156,48.828,2.441,1
-27.344,37.109,34.668,4.395,79.102,1
90.332,33.203,33.203,55.664,67.383,1
-33.203,26.367,32.715,-9.277,7.324,1
19.043,25.391,32.715,14.16,-53.711,1
86.426,34.18,35.156,49.316,21.484,1
-8.301,34.668,40.527,15.137,-48.828,1
91.797,39.551,33.203,44.434,96.68,1
43.457,36.621,37.598,42.48,60.547,1
73.242,29.785,28.809,47.852,68.359,1
98.633,37.598,33.691,51.27,36.621,1
-20.508,36.133,34.18,11.23,124.023,1
103.516,22.949,33.203,55.664,119.141,1
-20.996,30.273,35.156,14.16,38.574,1
-17.09,33.691,37.598,7.812,22.949,1
-10.742,39.551,33.203,2.441,-4.395,1
48.34,38.574,33.203,30.762,26.855,1
-38.574,26.855,39.062,-0.488,9.766,1
-6.836,28.32,38.086,10.742,62.988,1
89.844,32.715,33.691,52.734,-9.277,1
-7.324,30.762,34.668,21.484,4.395,1
46.387,26.367,35.156,32.715,50.293,1
85.449,29.297,36.621,59.082,33.203,1
-27.344,30.762,38.086,5.371,48.828,1
41.016,28.809,35.645,42.969,91.797,1
7.324,29.785,32.715,7.324,9.277,1
57.617,36.133,36.621,37.598,26.855,1
35.645,41.016,35.156,40.039,25.391,1
106.445,37.598,32.227,57.617,26.855,1
75.195,27.832,36.133,43.457,26.367,1
-3.906,30.273,34.668,3.418,21.484,1
101.074,33.203,33.203,59.082,1.465,1
76.172,30.762,34.18,36.133,20.02,1
106.934,23.438,38.574,59.57,-5.371,1
30.762,32.715,37.109,34.18,-9.766,1
88.867,37.109,33.203,57.617,36.133,1
22.949,37.598,32.715,16.602,-18.555,1
67.871,37.598,32.227,44.434,119.141,1
-2.441,34.18,35.645,22.461,19.043,1
23.926,29.297,30.762,35.156,8.301,1
59.082,36.621,42.48,54.688,80.078,1
20.508,26.367,44.922,36.133,69.824,1
84.961,27.344,35.645,55.664,5.859,1
73.73,28.809,37.109,39.062,41.992,1
-9.766,40.039,35.645,7.812,37.598,1
34.668,30.762,30.273,40.527,41.504,1
98.145,26.855,28.809,49.805,-17.578,1
65.43,33.203,34.668,39.062,7.812,1
61.035,30.762,35.156,34.18,20.996,1
-4.883,31.25,30.762,20.996,43.457,1
75.684,26.855,34.668,41.992,-4.395,1
51.758,33.691,30.762,22.461,60.059,1
69.824,31.738,35.645,35.156,48.34,1
86.914,34.668,34.18,42.969,41.504,1
102.539,38.086,28.809,48.828,81.055,1
49.805,36.133,29.785,33.203,76.172,1
94.727,34.668,27.832,43.945,21.484,1
85.938,27.832,31.25,45.898,-3.418,1
102.539,19.531,32.715,59.57,94.727,1
-26.855,31.738,29.297,-0.977,-27.344,1
-16.113,27.832,30.762,7.324,-0.488,1
54.688,26.855,28.809,39.551,92.285,1
78.125,26.367,28.32,54.199,78.125,1
22.949,29.297,29.297,31.738,56.641,1
36.621,31.25,28.32,16.113,6.348,1
-24.902,32.227,30.273,7.324,27.832,1
-11.719,32.715,30.762,-5.859,7.812,1
73.242,30.762,28.809,51.27,-6.836,1
110.84,35.156,32.715,58.594,35.156,1
52.246,32.715,31.738,32.227,35.645,1
39.551,29.297,34.668,21.973,19.531,1
94.238,33.203,34.18,53.711,26.855,1
19.043,35.156,36.133,35.645,19.043,1
-39.062,29.785,37.109,1.953,18.555,1
93.75,34.18,36.133,60.547,7.812,1
-10.742,35.156,38.574,1.465,60.059,1
0.488,32.715,29.785,-0.977,58.105,1
89.844,30.273,33.203,42.969,59.57,1
37.598,28.32,32.715,20.996,31.738,1
89.355,26.367,35.156,56.152,24.414,1
11.23,24.414,30.273,14.648,34.668,1
-31.738,30.762,33.203,-0.977,40.039,1
-5.371,33.203,31.738,-4.395,-15.625,1
4.883,34.18,36.133,23.438,80.078,1
36.133,31.738,28.32,19.043,52.734,1
