TP9,AF7,AF8,TP10,Right AUX,Color
-33.203,29.297,36.621,-10.742,23.926,4
-13.672,28.809,39.551,9.277,48.828,4
100.586,35.156,39.551,48.34,80.078,4
25.391,30.762,38.086,27.344,24.414,4
56.641,28.809,39.062,35.156,11.719,4
-56.152,33.203,37.109,-4.395,47.363,4
115.723,27.832,34.18,50.781,10.254,4
-53.711,31.738,35.156,-16.602,16.602,4
-66.895,27.344,32.227,-14.16,31.738,4
76.66,28.809,35.156,45.41,96.191,4
-54.688,24.902,37.109,-4.883,60.059,4
124.512,24.414,36.621,65.918,-8.789,4
-46.387,34.18,34.18,-6.836,-1.953,4
25.879,30.273,42.48,32.715,14.648,4
114.258,33.691,34.668,64.941,62.012,4
-46.875,34.668,35.645,-7.324,13.672,4
-63.965,26.855,38.574,-9.277,41.992,4
-10.742,25.391,36.621,8.301,54.199,4
94.727,25.391,36.621,49.805,47.852,4
-56.641,32.227,40.527,-1.953,76.66,4
114.746,31.25,34.18,67.383,41.992,4
-16.602,31.25,35.645,20.508,27.832,4
33.691,30.762,33.203,29.297,-7.324,4
138.672,35.645,35.645,62.5,-1.465,4
86.426,28.809,38.574,62.012,69.336,4
-55.176,29.785,39.551,-10.254,6.836,4
-60.547,30.762,41.016,-9.766,41.992,4
99.121,28.809,37.598,50.781,22.461,4
-0.488,30.762,33.691,10.742,33.691,4
135.254,31.25,37.109,83.496,42.48,4
48.34,28.809,36.133,29.785,-25.391,4
25.879,30.762,34.668,21.484,45.898,4
101.074,30.273,34.18,57.129,-0.977,4
103.516,31.738,34.668,55.664,82.031,4
-43.945,25.879,41.992,8.789,33.691,4
145.02,29.785,43.945,55.664,21.484,4
22.461,29.785,44.434,10.254,-36.133,4
-61.035,30.762,41.504,-28.32,7.812,4
-63.477,32.715,29.297,-4.395,22.949,4
57.617,28.32,35.156,40.527,8.301,4
-73.73,29.297,30.273,-11.23,0.488,4
13.184,32.227,33.691,27.832,22.461,4
84.961,29.785,38.574,40.527,-5.859,4
31.738,32.715,35.645,30.273,59.57,4
-5.371,29.297,34.668,7.812,-27.832,4
102.051,31.738,32.227,56.641,25.879,4
61.523,28.809,34.18,36.621,-26.855,4
4.395,25.391,35.156,9.277,41.992,4
116.211,25.879,35.645,55.176,84.961,4
-5.371,27.832,24.414,16.113,-34.668,4
71.777,24.414,32.715,38.574,97.168,4
-50.781,34.668,35.645,-11.23,97.656,4
-54.199,32.715,33.691,-18.555,-20.508,4
-51.758,34.18,35.156,-16.602,21.484,4
-20.508,34.668,32.715,7.812,1.465,4
-5.371,33.203,37.598,22.461,-33.203,4
88.867,29.297,35.156,42.48,-27.832,4
19.531,28.809,32.715,14.16,15.625,4
-27.344,38.574,35.156,-0.977,-16.113,4
-39.551,32.715,40.039,0,28.32,4
3.418,33.691,36.133,23.926,12.207,4
139.648,34.18,36.133,53.223,7.812,4
90.332,36.133,34.18,39.551,4.883,4
83.984,32.227,40.527,35.156,49.316,4
143.066,38.086,33.691,62.5,-11.23,4
-54.199,30.762,41.016,-13.184,127.441,4
-55.664,36.133,40.039,-5.859,17.578,4
-27.344,36.133,37.598,-3.418,33.691,4
126.953,20.508,46.387,69.824,17.578,4
7.812,25.391,39.062,15.137,49.316,4
-52.734,24.902,38.574,-19.531,9.766,4
26.855,22.949,37.598,7.812,0,4
-64.453,20.02,39.062,0.488,24.902,4
-56.641,29.785,33.691,-10.742,14.648,4
103.027,25.879,30.273,43.945,-3.418,4
-84.961,28.809,49.316,-17.578,41.504,4
-92.285,24.902,64.453,-30.273,23.438,4
-115.234,20.02,51.758,-49.316,19.531,4
-80.566,28.32,58.594,-29.785,-48.34,4
-14.648,30.273,55.664,-10.742,-45.898,4
145.996,26.367,34.18,87.402,72.754,4
39.062,27.344,33.691,46.875,-10.742,4
-24.414,15.137,28.32,3.906,5.859,4
72.266,33.691,41.992,47.363,56.152,4
45.898,25.879,53.711,28.32,51.27,4
-21.484,63.477,69.824,-78.613,101.074,4
-70.801,71.777,64.941,-93.75,61.035,4
-67.871,57.129,87.402,-102.051,37.598,4
-21.973,65.43,86.426,-97.168,13.184,4
-127.93,51.27,64.941,-91.309,44.922,4
94.727,47.363,-4.395,100.586,67.871,4
177.734,41.016,-11.23,127.93,31.25,4
234.863,19.531,-5.859,156.25,4.883,4
110.84,18.066,2.441,112.305,-30.762,4
91.309,18.066,6.836,84.473,-15.137,4
166.504,14.16,8.301,100.586,76.66,4
-20.508,23.438,18.555,15.137,19.531,4
-20.02,33.691,11.23,9.766,34.668,4
130.371,25.391,30.273,59.082,27.832,4
0.488,26.367,33.203,10.742,42.969,4
119.141,27.344,31.738,46.387,25.879,4
125,30.762,30.762,57.617,61.523,4
100.586,25.391,36.133,62.988,-15.625,4
-37.598,30.273,37.109,-1.465,26.855,4
123.535,25.879,34.18,68.359,66.895,4
-0.977,28.809,35.156,21.973,57.617,4
-55.176,26.367,42.48,-5.371,-2.441,4
-58.594,30.762,40.039,-15.137,-11.719,4
105.957,26.855,36.133,62.012,57.617,4
-53.223,28.32,35.645,-4.883,20.02,4
24.414,26.855,31.738,25.879,25.391,4
-75.195,26.855,30.762,-12.695,32.715,4
-28.809,29.785,35.156,-13.672,48.828,4
-41.016,31.25,36.621,-11.23,13.184,4
79.59,30.273,33.691,41.016,62.988,4
-20.02,31.738,40.039,8.301,-30.273,4
37.109,30.762,40.527,26.367,23.926,4
112.793,34.668,37.598,47.363,106.934,4
-15.137,27.344,42.969,4.883,135.742,4
-59.082,24.902,37.109,-4.883,-5.859,4
64.941,26.855,39.551,41.992,-20.02,4
-27.344,29.297,34.18,-4.883,28.32,4
-56.641,32.715,37.598,-5.859,-45.898,4
83.984,27.832,34.18,40.039,9.277,4
56.152,30.273,38.086,40.527,45.898,4
25.391,32.227,35.645,27.344,27.832,4
-58.105,28.809,39.551,-5.859,-30.762,4
-73.73,27.344,32.715,-3.418,-4.395,4
-71.289,36.621,34.18,-27.832,53.711,4
87.402,36.621,28.809,37.598,41.016,4
62.988,34.18,35.645,30.273,27.344,4
120.605,36.621,28.809,53.223,52.246,4
129.395,33.691,29.785,54.688,68.359,4
61.523,29.785,34.18,38.086,49.805,4
56.641,33.203,34.668,32.227,90.332,4
115.234,27.832,36.133,61.523,47.852,4
84.473,32.227,36.133,62.988,49.805,4
62.012,33.691,38.574,27.832,-31.25,4
-63.477,14.648,36.133,-17.09,11.719,4
76.66,19.531,37.109,50.293,77.148,4
-56.641,23.926,40.039,4.883,0.977,4
124.512,31.25,39.062,63.965,39.062,4
-62.988,31.25,38.574,-8.789,24.902,4
-5.371,33.691,40.527,3.906,9.277,4
92.285,30.762,37.109,50.781,35.156,4
-32.715,32.715,34.668,-8.789,22.949,4
125.977,33.691,36.621,58.105,61.523,4
11.719,26.855,40.527,17.09,-3.418,4
124.023,27.344,38.574,52.734,21.484,4
-53.711,29.785,33.203,-22.461,44.434,4
75.684,20.02,43.457,41.504,-3.906,4
-38.574,23.438,37.598,-11.719,43.945,4
-14.648,21.973,34.18,13.184,61.523,4
119.629,23.926,35.156,60.547,20.508,4
39.062,29.297,31.738,14.16,13.184,4
98.145,26.855,36.621,50.781,26.367,4
150.391,35.156,31.738,59.082,25.879,4
-18.066,31.738,37.109,6.348,6.348,4
78.125,36.621,37.109,44.434,68.359,4
31.738,23.926,35.156,20.508,32.715,4
-5.859,26.367,33.691,-2.441,23.926,4
50.781,31.25,32.715,22.461,-5.371,4
120.117,26.367,35.645,59.082,11.719,4
56.641,27.344,33.203,34.668,11.23,4
107.91,24.902,34.18,46.387,40.527,4
102.051,26.855,33.203,49.805,10.742,4
-18.066,23.438,34.18,9.766,65.43,4
-64.453,29.297,35.645,-10.254,54.199,4
3.906,30.762,35.645,19.043,-18.066,4
-25.391,34.668,37.109,-0.488,-26.855,4
-63.477,32.227,32.227,-11.23,-17.578,4
100.586,30.762,39.551,66.895,54.199,4
-38.086,32.715,35.156,0,6.348,4
-64.453,32.715,34.668,-19.531,-5.371,4
115.234,29.297,34.18,49.316,-17.09,4
90.332,31.738,35.645,45.41,3.418,4
123.535,29.785,33.203,54.199,33.691,4
24.414,32.715,32.715,18.555,62.012,4
-16.113,35.156,32.227,-1.465,-7.324,4
114.258,31.738,36.621,66.895,51.27,4
-30.273,33.203,37.109,9.766,33.203,4
74.219,25.879,38.574,52.246,13.672,4
-71.777,25.391,36.621,-7.812,-4.395,4
110.352,30.273,34.18,58.105,14.648,4
-28.32,30.273,35.645,3.418,-17.578,4
13.184,43.457,30.273,11.23,-34.18,4
21.484,40.527,27.832,16.602,14.648,4
-64.941,38.086,31.25,-23.926,-17.09,4
26.855,36.621,33.691,11.719,6.348,4
-54.199,35.645,33.203,-7.812,37.598,4
-61.523,34.18,30.273,-21.484,83.984,4
131.348,37.109,39.062,67.871,65.43,4
-22.461,32.227,39.062,6.836,-10.254,4
130.371,34.18,35.156,56.152,13.184,4
0.488,36.621,36.621,19.043,57.617,4
113.281,28.32,38.574,61.523,41.016,4
22.949,35.156,33.691,23.438,14.16,4
8.301,37.109,37.598,11.23,24.902,4
122.559,37.598,30.762,63.477,39.062,4
128.906,34.668,32.227,62.5,-43.457,4
123.047,35.645,31.25,53.711,60.059,4
55.664,32.227,31.25,19.531,56.641,4
-48.828,27.344,35.645,-8.789,-19.531,4
-44.434,34.18,29.785,-31.25,-42.48,4
156.738,36.133,27.344,57.129,9.766,4
-40.527,26.855,33.203,-7.324,24.902,4
112.305,26.855,33.203,53.711,-36.133,4
72.266,25.391,34.18,57.129,24.414,4
0.488,25.391,32.227,17.09,-22.461,4
71.289,23.438,33.203,27.832,73.73,4
-65.918,27.832,29.785,-26.855,76.66,4
-82.031,41.016,39.551,-32.715,48.34,4
86.426,37.598,37.109,18.555,-0.977,4
111.328,36.621,38.574,35.645,-10.254,4
122.07,31.738,35.645,58.594,20.996,4
-45.41,31.25,32.227,-9.277,1.465,4
101.074,32.227,32.227,51.27,-28.32,4
75.684,33.203,37.109,45.898,39.062,4
-33.203,19.043,36.621,1.953,39.062,4
75.684,23.926,34.668,36.133,61.035,4
21.973,28.32,34.668,17.09,21.973,4
121.094,28.32,35.645,50.293,35.156,4
47.852,30.273,39.062,41.016,12.207,4
132.812,18.555,36.133,61.523,33.691,4
-39.551,16.602,36.621,6.836,-0.977,4
65.918,15.625,34.668,39.551,81.543,4
74.707,14.648,31.738,51.27,23.926,4
116.699,18.066,39.551,57.129,60.547,4
108.398,21.484,41.992,23.926,43.457,4
-46.875,43.457,30.762,-10.254,5.859,4
125.977,34.668,32.715,62.5,29.297,4
64.453,32.227,26.855,45.898,-1.465,4
-44.434,31.25,35.156,-10.254,-95.215,4
82.031,28.32,30.273,55.664,45.898,4
-39.062,28.809,33.203,-1.953,39.062,4
72.266,30.273,33.691,40.039,27.344,4
-47.852,20.996,33.691,-8.301,51.758,4
-8.301,25.391,30.762,3.418,4.883,4
104.004,22.461,29.785,54.199,45.898,4
85.938,24.902,30.762,56.641,54.688,4
-62.988,31.25,34.668,-18.555,-10.254,4
120.605,28.809,34.18,50.781,59.082,4
-69.336,35.645,28.809,-14.16,11.23,4
95.703,34.668,30.762,62.012,74.219,4
118.164,25.879,41.992,69.336,2.93,4
-58.594,38.086,32.227,-9.277,14.648,4
125.488,34.668,30.273,63.965,46.875,4
-30.762,37.598,39.062,8.789,31.738,4
45.898,29.297,35.645,32.227,41.504,4
136.23,29.297,33.691,69.336,25.391,4
27.832,30.762,34.668,21.973,17.09,4
-62.5,31.25,35.645,-8.301,18.066,4
-5.371,34.18,31.738,6.836,6.836,4
-32.715,35.156,36.133,2.441,-16.602,4
-6.836,32.227,39.062,17.578,23.926,4
-10.254,26.855,35.156,1.465,4.883,4
112.793,16.113,33.203,56.641,-4.883,4
-51.27,19.531,34.18,-11.719,27.832,4
-18.066,26.367,38.086,5.371,26.855,4
125.977,26.367,43.457,71.289,63.477,4
-3.418,27.344,41.992,20.02,12.207,4
-45.41,29.785,41.016,-11.719,35.645,4
88.379,35.645,36.621,44.434,1.953,4
-54.199,30.273,36.133,-3.418,49.805,4
19.531,34.18,38.086,24.414,-5.859,4
25.391,33.691,40.039,20.02,33.203,4
-22.461,26.855,41.504,15.625,-24.902,4
-69.824,33.691,36.621,-17.578,-19.531,4
-60.547,30.762,35.645,-0.977,-40.527,4
54.199,33.691,38.086,32.715,22.461,4
118.164,36.133,36.133,56.641,53.711,4
99.609,34.18,38.574,59.57,32.715,4
101.562,38.086,36.621,68.848,59.082,4
78.613,39.551,34.668,57.617,57.129,4
-19.043,34.18,39.551,-21.484,49.805,4
-30.273,38.574,37.109,-22.949,20.02,4
-46.387,34.668,34.18,9.766,20.02,4
109.375,34.18,31.25,47.363,19.531,4
103.027,37.598,28.809,44.922,-11.719,4
0,34.18,35.645,27.344,32.715,4
-55.176,30.762,31.738,-13.672,-0.977,4
-36.133,37.109,36.133,-5.371,32.227,4
75.684,31.738,33.691,30.273,39.551,4
36.133,36.133,38.086,21.973,-4.883,4
130.371,30.273,35.645,70.801,17.09,4
-41.504,24.902,32.227,-4.395,4.883,4
-84.961,24.414,38.086,-5.371,-7.324,4
-57.129,24.902,36.621,-3.906,0.488,4
-48.34,29.297,30.762,-19.043,56.641,4
51.758,32.715,36.133,40.039,13.184,4
2.93,34.18,34.18,17.09,4.883,4
122.07,32.227,38.086,59.082,6.836,4
-40.039,34.18,33.691,0,30.762,4
-60.059,31.25,36.621,-5.371,47.852,4
-24.414,32.715,35.156,-13.672,59.57,4
100.586,30.273,38.086,45.41,60.059,4
34.668,28.32,29.785,4.395,-56.152,4
125,31.25,34.668,52.734,-11.23,4
-58.105,32.227,32.227,-13.672,-41.992,4
82.52,26.855,39.062,43.457,93.262,4
-51.27,27.832,35.645,-15.137,-25.879,4
63.965,34.668,35.645,18.066,36.621,4
12.207,36.621,39.062,14.16,41.016,4
48.34,31.25,35.645,40.527,31.25,4
121.582,31.25,32.715,59.082,25.879,4
74.219,33.203,40.039,41.016,43.457,4
34.668,33.691,39.551,22.949,30.273,4
-8.789,35.645,36.621,8.301,-8.789,4
70.801,27.832,38.086,39.551,85.449,4
9.277,27.832,39.551,26.367,61.523,4
-12.695,27.344,40.039,18.066,49.316,4
-37.598,29.785,40.039,-4.883,62.5,4
38.574,31.738,34.18,28.809,88.867,4
2.441,30.273,36.133,29.785,40.039,4
-9.277,33.203,41.504,11.23,-26.367,4
-22.461,30.273,36.133,3.418,12.695,4
38.574,30.273,41.992,45.41,50.781,4
-38.574,32.715,35.645,-20.02,5.371,4
38.574,37.598,35.156,38.086,59.082,4
-35.645,29.297,36.133,6.348,20.996,4
45.41,33.691,37.109,34.18,37.598,4
110.84,33.691,33.691,26.855,-38.086,4
-8.789,39.551,36.621,31.738,-16.602,4
128.418,34.18,34.18,65.918,13.184,4
110.84,34.18,38.574,53.223,39.551,4
-34.668,33.691,36.133,-5.371,58.105,4
86.426,33.691,34.18,41.504,54.688,4
-74.219,27.832,41.504,-8.301,-7.812,4
-48.34,25.391,36.621,-8.301,90.332,4
-47.852,31.25,35.645,-14.648,43.945,4
13.184,31.738,33.203,2.93,-3.418,4
-29.785,30.273,31.25,4.395,76.66,4
110.84,26.855,31.25,49.316,-12.695,4
-59.57,31.25,37.109,-14.648,30.273,4
85.938,30.762,36.133,47.852,42.48,4
97.656,32.227,38.086,62.988,34.668,4
61.035,34.18,29.297,20.02,33.691,4
116.699,25.879,29.297,61.035,37.109,4
128.906,22.949,36.133,63.965,23.438,4
60.059,21.973,38.086,52.246,49.316,4
-55.664,32.715,36.133,0,-16.602,4
-49.805,28.32,36.621,-8.789,16.113,4
-32.715,29.297,37.109,5.371,-39.062,4
-44.434,35.156,38.086,-8.301,33.691,4
48.34,37.598,30.273,20.508,35.645,4
79.102,32.715,42.48,64.941,84.473,4
29.785,32.227,32.715,20.02,71.289,4
-55.664,31.738,33.691,-18.555,46.875,4
-31.25,34.18,40.039,-14.16,63.477,4
-42.48,30.762,37.598,-6.348,30.762,4
121.094,37.598,38.574,59.082,69.336,4
-37.598,27.832,44.922,0.977,-15.137,4
-64.941,30.762,34.18,-18.066,54.688,4
-15.137,24.414,42.969,5.859,13.184,4
-60.547,32.715,34.18,-13.672,31.738,4
24.902,25.391,37.598,29.785,-11.719,4
-3.906,20.996,36.133,3.418,-14.648,4
83.984,25.391,35.645,47.852,3.906,4
-56.152,27.344,37.109,-2.441,31.25,4
69.336,32.227,35.645,46.875,29.297,4
117.188,33.691,37.598,64.941,52.246,4
-59.57,34.18,31.738,-20.996,-42.969,4
108.887,34.668,38.574,43.945,30.273,4
44.922,33.203,38.086,26.855,91.797,4
-56.152,40.039,41.992,-4.395,12.207,4
14.16,35.156,42.969,37.598,41.016,4
88.867,37.598,31.25,49.805,25.391,4
128.418,41.016,29.297,47.852,46.875,4
-16.602,38.086,30.762,-1.953,-20.508,4
14.16,41.016,30.762,12.207,-44.434,4
-54.199,37.109,34.668,-9.277,12.207,4
35.156,32.715,35.156,20.996,9.766,4
-32.715,33.691,38.574,-5.859,-7.812,4
102.539,34.668,37.598,53.711,133.789,4
99.609,34.668,32.715,49.316,40.527,4
132.812,32.715,39.551,70.312,20.508,4
13.184,32.715,40.527,24.902,35.645,4
127.441,32.227,37.598,59.57,49.316,4
137.207,37.109,35.156,58.594,50.293,4
-31.25,36.133,38.086,-6.348,26.855,4
104.492,38.086,38.574,67.871,62.5,4
-61.523,34.668,36.133,-7.812,7.812,4
-67.383,29.785,36.621,-16.602,-5.859,4
-61.523,28.809,41.504,-19.531,-24.414,4
-2.93,28.809,38.574,-7.324,-23.926,4
-24.902,29.785,37.598,1.953,-19.531,4
32.227,28.809,35.156,19.531,-17.578,4
42.48,29.297,36.621,25.879,6.836,4
-52.246,35.156,33.691,-21.484,48.828,4
99.609,32.227,32.715,43.945,23.438,4
90.332,27.832,30.273,34.668,56.641,4
-20.508,31.25,36.621,7.812,-23.926,4
130.859,31.25,33.203,69.336,-47.363,4
-53.711,33.203,41.016,-9.766,66.895,4
-12.695,36.621,41.992,4.395,-33.203,4
130.859,27.344,37.598,61.035,-5.371,4
94.727,22.949,41.992,57.617,-2.93,4
-22.949,33.203,40.527,9.766,48.828,4
-55.664,30.273,33.203,-19.043,63.477,4
-46.875,27.344,35.645,-8.789,-8.301,4
-45.898,36.621,35.156,-0.488,41.992,4
125,32.227,40.527,65.43,-13.672,4
-53.711,28.32,36.621,-14.16,-59.57,4
-4.883,39.551,40.527,19.531,28.809,4
-49.316,38.086,35.645,-9.277,30.762,4
141.602,27.832,34.18,66.895,17.578,4
88.867,30.273,34.18,42.969,15.625,4
-46.387,33.691,35.645,-6.348,2.93,4
19.043,35.645,37.598,28.809,39.062,4
-6.836,24.902,34.668,7.812,25.879,4
115.234,23.438,33.691,63.477,37.109,4
24.414,21.484,41.504,40.527,45.898,4
-75.684,35.156,40.039,-24.902,8.301,4
9.766,37.598,47.363,6.836,16.602,4
-78.125,33.691,37.598,-35.156,-3.418,4
-63.965,25.391,28.32,-25.879,-2.93,4
-33.203,33.203,31.738,-9.277,54.199,4
-20.508,26.855,38.574,9.766,45.41,4
-48.828,26.367,37.598,-3.418,-41.992,4
-16.113,32.715,35.645,-0.977,35.645,4
105.469,31.738,41.016,68.359,33.203,4
-116.699,39.551,58.594,-93.75,14.648,4
7.324,34.18,24.902,28.32,-12.695,4
40.527,20.996,25.879,61.523,-9.277,4
113.77,4.395,11.719,95.215,41.504,4
157.715,17.578,22.949,113.77,60.059,4
-20.02,24.414,25.391,19.531,-26.367,4
130.371,28.809,21.484,85.449,44.434,4
80.566,36.133,29.785,51.758,39.062,4
127.441,34.668,28.809,64.941,15.137,4
-53.223,36.621,36.621,-11.719,26.855,4
-6.836,58.105,56.152,-30.762,38.086,4
-274.414,62.012,76.66,-209.473,-35.645,4
-141.113,69.824,92.285,-181.641,54.688,4
-280.273,65.918,93.262,-236.816,93.75,4
-233.398,73.242,84.961,-213.867,28.809,4
-160.156,74.707,96.191,-155.273,35.645,4
-127.93,59.082,76.172,-131.836,-12.207,4
-71.289,36.133,81.543,-41.992,69.824,4
103.516,54.688,82.031,34.668,-11.23,4
-20.508,43.945,70.801,2.441,-35.156,4
-14.648,32.715,56.641,12.695,3.906,4
104.98,33.203,44.922,65.43,63.477,4
94.727,11.719,1.953,104.98,-10.742,4
135.742,-0.488,2.441,127.93,100.098,4
185.059,3.418,25.391,135.742,-3.906,4
138.184,13.672,33.203,107.91,16.113,4
4.883,14.648,30.273,49.316,-71.777,4
70.312,18.066,28.809,50.781,15.625,4
122.559,25.391,36.621,70.312,0.488,4
125,35.156,34.18,70.801,79.102,4
-41.016,31.25,37.109,13.672,53.711,4
91.797,26.367,36.621,55.664,-4.883,4
-58.594,26.855,33.203,-9.766,20.996,4
102.539,31.25,32.227,56.641,26.855,4
-29.785,29.297,34.668,0.488,26.367,4
-61.035,32.227,35.645,-12.695,52.246,4
130.859,36.133,35.156,63.477,-15.137,4
8.789,28.32,31.25,16.602,35.156,4
-12.695,33.691,38.086,6.348,-7.324,4
4.883,29.297,34.668,10.254,18.555,4
133.301,30.762,39.062,73.242,47.363,4
112.793,34.668,35.645,45.41,-16.602,4
142.578,28.809,36.621,62.988,-2.441,4
124.512,25.391,32.227,56.641,50.781,4
118.164,22.949,34.668,64.453,38.086,4
-51.758,30.273,38.086,-14.648,-37.598,4
-50.781,31.738,33.691,-11.23,-20.02,4
47.363,30.273,33.691,34.18,0.977,4
-40.039,37.109,38.574,0,-37.109,4
-52.246,36.621,39.062,-8.301,95.703,4
-54.688,31.738,34.668,-22.461,40.039,4
109.863,29.785,37.109,59.57,4.395,4
-20.508,32.715,39.551,4.883,-1.953,4
111.328,27.832,36.621,49.316,-14.648,4
26.367,25.391,34.18,19.043,45.898,4
6.836,36.621,33.203,9.766,96.191,4
37.109,36.133,31.25,20.02,8.789,4
-23.438,38.086,34.18,14.648,-2.93,4
-52.734,33.691,38.574,-4.883,71.777,4
121.582,28.32,40.039,63.477,38.086,4
57.617,25.879,37.598,43.457,-25.879,4
-74.707,62.988,3.906,-51.27,39.551,4
-78.125,44.434,5.859,-43.945,43.945,4
120.605,45.898,4.883,43.457,54.688,4
113.281,41.016,23.926,63.965,7.324,4
56.152,35.645,20.996,34.668,0.977,4
133.301,36.133,20.02,71.289,35.645,4
-48.828,40.527,25.879,-16.113,32.227,4
120.117,48.828,19.043,55.664,8.789,4
-6.348,48.828,22.461,-4.395,61.035,4
98.145,43.945,22.461,47.852,-15.137,4
-2.93,33.691,27.832,17.578,-19.531,4
119.141,34.668,26.367,64.941,-24.414,4
-31.738,39.062,34.668,-0.488,9.277,4
-36.621,36.621,33.691,-7.324,-6.348,4
-44.922,35.156,37.109,-11.719,39.551,4
-23.438,36.133,37.598,5.371,-8.301,4
-53.223,34.668,39.551,-2.93,16.113,4
-15.137,35.645,36.133,10.254,6.348,4
126.465,30.273,36.133,60.059,61.523,4
114.746,36.621,38.574,65.918,42.969,4
6.348,40.039,36.621,2.93,-21.484,4
98.633,40.527,37.598,28.809,27.344,4
95.703,57.129,40.527,41.016,0.977,4
17.09,45.898,69.336,-23.926,28.32,4
-209.473,23.926,114.746,-139.16,-8.301,4
-150.879,30.762,105.469,-101.074,60.059,4
123.535,9.277,12.207,119.141,33.203,4
62.012,2.93,14.648,96.68,-15.625,4
18.555,7.324,16.602,63.477,42.48,4
53.711,14.16,20.996,69.336,-11.23,4
95.215,22.461,27.832,79.102,16.602,4
133.301,22.461,31.25,90.82,41.016,4
-11.719,15.625,34.18,39.551,6.836,4
92.285,12.207,30.762,60.059,-5.859,4
145.02,12.207,30.762,79.59,28.809,4
70.312,17.09,35.156,50.781,17.578,4
-24.414,19.531,38.574,-8.301,40.039,4
107.422,20.996,38.574,47.852,-3.418,4
-48.34,29.785,38.574,0.977,0,4
-47.363,34.668,39.062,6.836,7.812,4
-26.855,27.832,28.809,-3.418,38.086,4
3.418,27.832,36.133,13.184,-6.836,4
-38.574,29.297,37.109,-7.324,-39.062,4
-36.133,32.227,34.668,-8.301,54.199,4
35.156,32.227,37.109,21.484,-1.953,4
140.137,35.156,36.621,58.105,56.152,4
-11.23,29.785,38.086,-1.953,-6.348,4
-41.504,28.32,41.992,0.488,1.465,4
-64.941,25.879,31.25,-16.113,-14.16,4
19.531,29.785,31.25,5.859,-16.602,4
-26.367,31.25,39.551,3.418,53.711,4
-18.555,34.18,41.504,14.648,40.039,4
-48.34,34.668,37.598,-9.766,38.086,4
23.438,37.109,36.133,18.066,38.086,4
0.488,29.297,34.18,3.906,-26.367,4
115.234,32.227,35.156,53.711,-38.086,4
81.055,31.25,36.621,50.293,27.344,4
88.379,31.25,33.691,51.27,51.27,4
121.094,27.344,32.715,58.594,17.578,4
111.816,36.133,32.715,58.105,84.473,4
5.371,31.738,38.086,16.113,-18.066,4
125.977,32.715,41.016,62.5,34.18,4
-58.594,31.738,38.086,-5.859,-7.812,4
119.629,24.902,33.691,48.828,18.066,4
122.559,28.32,34.668,66.406,39.551,4
100.586,29.785,32.227,58.105,57.617,4
-47.363,31.25,34.668,-11.23,0.488,4
140.137,28.32,32.227,67.383,29.785,4
-34.668,32.715,32.227,-0.488,-12.207,4
-42.969,30.762,41.016,-7.324,7.324,4
-58.105,35.156,39.551,-15.137,63.965,4
4.395,35.645,39.062,10.254,37.598,4
17.578,30.273,36.621,23.438,-42.48,4
-46.875,32.715,36.621,1.953,-9.766,4
138.672,29.785,34.668,75.684,42.48,4
120.117,28.809,36.621,64.941,14.648,4
-52.246,27.344,33.203,-11.23,11.719,4
108.398,30.273,39.062,51.758,42.969,4
-23.926,28.32,36.621,-0.977,18.066,4
98.633,33.203,36.621,58.594,73.242,4
26.855,36.133,41.016,26.367,22.461,4
-16.113,35.156,37.109,10.254,31.738,4
-58.105,34.18,32.715,-16.113,12.207,4
-1.465,32.227,31.738,0.977,63.965,4
-64.453,32.715,36.133,-11.23,1.953,4
99.609,31.25,36.621,49.316,37.109,4
114.746,34.18,32.715,53.711,21.973,4
10.742,34.18,35.156,14.16,56.152,4
127.441,34.18,34.668,68.848,-4.395,4
-23.926,30.273,36.133,-5.371,-22.461,4
82.031,25.391,37.109,44.922,41.504,4
133.301,33.203,32.715,61.035,-30.762,4
-47.363,37.109,35.156,-0.488,20.02,4
-15.625,34.668,37.598,3.906,-19.531,4
-39.062,27.832,35.156,8.301,31.738,4
-46.387,28.809,36.133,-8.789,16.602,4
-37.109,26.855,37.598,-4.395,18.066,4
32.227,29.785,38.574,32.227,9.277,4
129.883,34.18,35.645,60.059,31.738,4
118.652,38.574,37.598,54.688,42.48,4
134.277,35.156,35.645,63.965,75.684,4
30.273,35.645,35.645,28.809,14.648,4
108.887,31.738,36.133,54.688,-16.113,4
123.047,22.461,37.109,59.57,46.387,4
-32.715,35.156,33.691,5.859,39.062,4
124.512,41.016,30.273,58.594,27.344,4
96.68,39.551,28.809,49.805,29.297,4
-34.668,34.668,33.691,-2.93,-13.672,4
-72.266,21.973,42.969,-19.043,-32.227,4
-4.883,28.32,39.062,17.578,20.02,4
-71.777,29.297,42.48,-11.719,-6.836,4
-30.762,33.691,37.109,-5.859,35.156,4
131.836,37.598,41.016,62.988,48.34,4
125,33.203,37.109,62.988,35.156,4
50.293,33.691,36.133,31.738,1.953,4
88.379,28.32,37.109,57.617,20.02,4
-39.551,26.855,41.016,0.488,5.859,4
-19.043,26.855,45.41,9.766,24.414,4
102.539,28.32,36.621,53.711,26.855,4
-56.152,33.691,34.668,-16.113,28.32,4
-51.758,31.25,38.574,-8.301,25.391,4
126.465,33.691,38.574,49.805,146.973,4
-20.996,32.715,35.645,-1.465,-5.859,4
65.43,29.297,40.527,41.504,-4.883,4
-48.34,33.691,31.738,-10.254,-17.09,4
80.078,30.273,34.668,46.387,-30.762,4
